District,Mandal,Total_Demand_Tons,Cattle_Demand,Buffaloes_Demand,Sheep_Demand,Goat_Demand,Pig_Demand,Poultry_Demand
SRI SATYASAI,Nallacheruvu,51007.2,15045.800000000001,9984.0,21059.399999999998,4897.2,20.8,0.0
SRI SATYASAI,Nallamada,70769.8,17659.4,10072.4,30189.3,12848.699999999999,0.0,0.0
SRI SATYASAI,Nambulipulikunta,58574.5,21313.600000000002,11055.2,21635.7,4509.599999999999,60.400000000000006,0.0
SRI SATYASAI,Obuladevaracheruvu,57865.00000000001,22341.0,8400.6,23434.2,3460.7999999999997,228.4,0.0
SRI SATYASAI,Parigi,59839.7,35805.0,14877.2,4972.5,4137.0,48.0,0.0
SRI SATYASAI,Penukonda,40431.9,13717.000000000002,11562.2,9473.1,5667.599999999999,12.0,0.0
SRI SATYASAI,Puttaparthi,51370.200000000004,26637.600000000002,8931.0,12437.699999999999,3329.1,34.800000000000004,0.0
SRI SATYASAI,Ramagiri,64508.6,16816.800000000003,8957.0,31896.899999999998,6810.3,27.6,0.0
SRI SATYASAI,Roddam,51966.700000000004,19338.0,17235.4,11936.4,3417.2999999999997,39.6,0.0
SRI SATYASAI,Rolla,53141.8,27207.4,10457.2,12737.699999999999,2606.7,132.8,0.0
SRI SATYASAI,Somandepalle,36604.8,16519.800000000003,8710.0,7815.0,3382.7999999999997,177.20000000000002,0.0
SRI SATYASAI,Tadimarri,69128.3,22061.600000000002,15233.4,28437.6,3395.7,0.0,0.0
SRI SATYASAI,Talupula,71753.1,30126.800000000003,16429.4,16985.399999999998,8209.5,2.0,0.0
SRI SATYASAI,Tanakal,64412.8,29968.4,4615.0,24354.899999999998,5307.3,167.20000000000002,0.0
SRIKAKULAM,Amadalavalasa,58261.100000000006,45498.200000000004,7464.6,4287.3,1011.0,0.0,0.0
SRIKAKULAM,Burja,47449.1,40330.4,1549.6000000000001,4137.0,1356.8999999999999,75.2,0.0
SRIKAKULAM,Etcherla,58951.20000000001,46101.00000000001,6461.0,2695.7999999999997,3672.6,20.8,0.0
SRIKAKULAM,GANGUVARI SIGADAM,52176.50000000001,39635.200000000004,4778.8,6383.4,1364.7,14.4,0.0
SRIKAKULAM,Gara,78246.5,59928.00000000001,9146.800000000001,7267.2,1874.1,30.400000000000002,0.0
SRIKAKULAM,Hiramandalam,69971.10000000002,62117.00000000001,4867.2,1715.1,1236.6,35.2,0.0
SRIKAKULAM,ICHAPURAM,46224.600000000006,24838.000000000004,17518.8,2071.7999999999997,1738.8,57.2,0.0
SRIKAKULAM,Jalumuru,73054.2,61954.200000000004,5064.8,4955.099999999999,1068.8999999999999,11.200000000000001,0.0
SRIKAKULAM,Kanchili,54101.8,37001.8,11915.800000000001,3865.2,1284.6,34.4,0.0
SRIKAKULAM,Kaviti,57911.50000000001,33103.4,20563.4,937.8,3306.9,0.0,0.0
SRIKAKULAM,Kotabommali,90245.30000000002,70866.40000000001,7540.0,10487.1,1299.0,52.800000000000004,0.0
SRIKAKULAM,Kothuru,71252.29999999999,60757.4,7904.0,1527.0,967.5,96.4,0.0
SRIKAKULAM,L.N.PETA,34421.4,27728.800000000003,1640.6000000000001,3898.5,1153.5,0.0,0.0
SRIKAKULAM,Laveru,72285.3,53836.200000000004,9633.0,6386.099999999999,2430.0,0.0,0.0
SRIKAKULAM,Mandasa,91658.4,34328.8,51695.8,3186.9,2339.7,107.2,0.0
SRIKAKULAM,Meliaputti,54094.700000000004,46629.00000000001,2015.0,2996.4,2396.7,57.6,0.0
SRIKAKULAM,Nandigam,68995.50000000001,52879.200000000004,4641.0,9611.699999999999,1845.6,18.0,0.0
SRIKAKULAM,Narasannapeta,61446.3,46536.600000000006,11263.2,2862.6,783.9,0.0,0.0
SRIKAKULAM,Palasa,55328.3,40026.8,7339.8,5795.099999999999,2127.0,39.6,0.0
SRIKAKULAM,Pathapatnam,54665.700000000004,45399.200000000004,4828.2,2661.9,1686.0,90.4,0.0
SRIKAKULAM,Polaki,66179.50000000001,52619.600000000006,6507.8,5226.0,1804.5,21.6,0.0
SRIKAKULAM,Ponduru,90803.1,73359.0,6299.8,9115.5,2010.0,18.8,0.0
SRIKAKULAM,Ranasthalam,57939.7,36590.4,7542.6,11966.699999999999,1830.0,10.0,0.0
SRIKAKULAM,Santhabommali,58862.6,45080.200000000004,5127.2,7641.9,995.6999999999999,17.6,0.0
SRIKAKULAM,Saravakota,30715.300000000003,23683.000000000004,2041.0,3301.5,1674.6,15.200000000000001,0.0
SRIKAKULAM,Sarubujjili,32492.100000000002,27810.2,1479.4,2250.0,952.5,0.0,0.0
SRIKAKULAM,Sompeta,54166.700000000004,40315.0,9880.0,3312.0,633.3,26.400000000000002,0.0
SRIKAKULAM,Srikakulam,78118.40000000001,55030.8,16008.2,5700.0,1351.8,27.6,0.0
SRIKAKULAM,Tekkali,54678.5,38060.0,10407.800000000001,4490.099999999999,1551.0,169.60000000000002,0.0
SRIKAKULAM,Vajrapukothuru,52083.50000000001,43949.4,4258.8,2197.7999999999997,1667.1,10.4,0.0
TIRUPATI,Balayapalle,49238.700000000004,8291.800000000001,32614.4,5812.2,2520.2999999999997,0.0,0.0
TIRUPATI,BUCHINAIDU KHANDRIGA,37761.200000000004,13065.800000000001,14822.6,7162.5,2166.2999999999997,544.0,0.0
TIRUPATI,Chandragiri,39698.299999999996,31948.4,2691.0,1202.7,3856.2,0.0,0.0
TIRUPATI,Chillakur,54148.9,9869.2,36033.4,5868.599999999999,2366.1,11.600000000000001,0.0
TIRUPATI,Chinnagottigallu,29935.600000000002,27110.600000000002,104.0,1851.0,870.0,0.0,0.0
TIRUPATI,Chittamur,41208.4,10353.2,24429.600000000002,5007.599999999999,1380.0,38.0,0.0
TIRUPATI,Dakkili,68335.8,10003.400000000001,47762.0,7107.3,3453.9,9.200000000000001,0.0
TIRUPATI,Doravarisatram,50363.50000000001,10142.0,23805.600000000002,13911.0,2474.1,30.8,0.0
TIRUPATI,Gudur,49037.9,4501.200000000001,32050.2,10074.0,2374.5,38.0,0.0
TIRUPATI,K.V.B.Puram,55207.0,31468.800000000003,15758.6,4965.3,3005.1,9.200000000000001,0.0
TIRUPATI,Kota,39220.5,8316.0,26930.8,3042.6,719.1,212.0,0.0
TIRUPATI,Nagalapuram,35547.399999999994,18409.600000000002,13673.4,1334.7,2129.7,0.0,0.0
TIRUPATI,Naidupet,36937.2,5854.200000000001,24567.4,5231.4,1191.0,93.2,0.0
TIRUPATI,Narayanavanam,16794.100000000002,11712.800000000001,2295.8,1494.6,1145.7,145.20000000000002,0.0
TIRUPATI,Ojili,60769.100000000006,6938.8,40648.4,9593.4,3524.1,64.4,0.0
TIRUPATI,Pakala,39489.20000000001,35734.600000000006,309.40000000000003,1428.8999999999999,2016.3,0.0,0.0
TIRUPATI,Pellakur,42465.40000000001,8740.6,21988.2,9822.3,1914.3,0.0,0.0
TIRUPATI,Pichatur,23097.7,12445.400000000001,6754.8,1872.6,1894.5,130.4,0.0
TIRUPATI,Puttur,26932.199999999997,19912.2,3486.6,1867.8,1665.6,0.0,0.0
TIRUPATI,Ramachandrapuram,22458.500000000004,18587.800000000003,988.0,1319.1,1465.2,98.4,0.0
TIRUPATI,Renigunta,28603.7,16511.0,8996.0,2143.5,890.4,62.800000000000004,0.0
TIRUPATI,Satyavedu,48177.00000000001,18755.0,19918.600000000002,4084.5,5330.099999999999,88.80000000000001,0.0
TIRUPATI,Srikalahasthi,71557.70000000001,32071.600000000002,27476.8,10051.199999999999,1958.1,0.0,0.0
TIRUPATI,Sullurpeta,42892.70000000001,10945.0,26574.600000000002,4284.3,1058.3999999999999,30.400000000000002,0.0
TIRUPATI,Tada,26698.0,7594.400000000001,15275.0,2892.6,936.0,0.0,0.0
TIRUPATI,Thottambedu,41663.9,21397.2,14526.2,4893.3,847.1999999999999,0.0,0.0
TIRUPATI,Tirupati Rural,27294.3,16513.2,7248.8,2086.7999999999997,1442.7,2.8000000000000003,0.0
TIRUPATI,Tirupati Urban,15211.900000000001,5691.400000000001,8187.400000000001,509.09999999999997,420.0,404.0,0.0
TIRUPATI,Vadamalapeta,22691.5,16513.2,1822.6000000000001,2064.0,2268.9,22.8,0.0
TIRUPATI,Vakadu,34259.6,10505.0,20116.2,2675.4,942.5999999999999,20.400000000000002,0.0
TIRUPATI,Varadaiahpalem,38516.2,9259.800000000001,24317.8,3751.2,1187.3999999999999,0.0,0.0
TIRUPATI,Venkatagiri,46611.799999999996,9785.6,27021.8,6380.7,3394.5,29.200000000000003,0.0
TIRUPATI,Yerpedu,43769.4,24816.000000000004,12984.4,3606.0,2053.7999999999997,309.20000000000005,0.0
TIRUPATI,Yerravaripalem,40569.700000000004,33404.8,561.6,4932.9,1670.3999999999999,0.0,0.0
VISAKHAPATNAM,Anandapuram,31185.5,12102.2,15256.800000000001,2083.7999999999997,1742.7,0.0,0.0
VISAKHAPATNAM,Bheemunipatnam,27298.7,14636.6,8307.0,3207.9,1147.2,0.0,0.0
VISAKHAPATNAM,Gajuwaka,15350.4,5640.8,9123.4,219.9,366.3,0.0,0.0
VISAKHAPATNAM,Padmanabham,48837.5,27682.600000000002,16512.600000000002,3165.6,1472.7,4.0,0.0
VISAKHAPATNAM,Pedagantyada,7736.5,2855.6000000000004,3741.4,240.89999999999998,648.6,250.0,0.0
VISAKHAPATNAM,Pendurthi,37320.40000000001,7928.800000000001,25248.600000000002,1227.8999999999999,2862.2999999999997,52.800000000000004,0.0
VISAKHAPATNAM,Visakhapatnam Rural,20331.8,6993.8,11728.6,648.6,937.1999999999999,23.6,0.0
VISAKHAPATNAM,Visakhapatnam Urban,3028.1,1401.4,1346.8,118.5,161.4,0.0,0.0
VIZIANAGARAM,Badangi,34345.40000000001,23834.800000000003,5704.400000000001,3760.7999999999997,753.0,292.40000000000003,0.0
VIZIANAGARAM,Bhogapuram,24765.7,15576.000000000002,5285.8,2719.7999999999997,1184.1,0.0,0.0
VIZIANAGARAM,Bobbili,55917.40000000001,34630.200000000004,12331.800000000001,7450.5,1112.1,392.8,0.0
VIZIANAGARAM,Bondapalle,32613.7,17241.4,8892.0,4971.599999999999,1491.8999999999999,16.8,0.0
VIZIANAGARAM,Cheepurupalli,30778.000000000004,21357.600000000002,5285.8,3375.2999999999997,726.9,32.4,0.0
VIZIANAGARAM,Dattirajeru,32853.4,18796.800000000003,5941.0,7017.0,1053.0,45.6,0.0
VIZIANAGARAM,Denkada,40415.40000000001,28237.000000000004,5621.2,4635.9,1870.5,50.800000000000004,0.0
VIZIANAGARAM,Gajapathinagaram,27430.2,15305.400000000001,7371.0,4057.7999999999997,672.0,24.0,0.0
VIZIANAGARAM,Gantyada,50699.600000000006,25814.800000000003,17063.8,6749.7,1044.8999999999999,26.400000000000002,0.0
VIZIANAGARAM,Garividi,29046.8,22389.4,2758.6,2704.5,1188.3,6.0,0.0
VIZIANAGARAM,Gurla,44518.2,32513.800000000003,5995.6,4776.599999999999,1221.0,11.200000000000001,0.0
VIZIANAGARAM,Jami,42338.6,15408.800000000001,20425.600000000002,5735.4,673.1999999999999,95.60000000000001,0.0
VIZIANAGARAM,Kothavalasa,30079.5,7572.400000000001,20124.0,1287.3,1062.6,33.2,0.0
VIZIANAGARAM,Lakkavarapukota,38523.0,12064.800000000001,21372.0,4137.599999999999,881.4,67.2,0.0
VIZIANAGARAM,Mentada,36534.899999999994,24180.2,8551.4,2307.6,1385.7,110.0,0.0
VIZIANAGARAM,Merakamudidam,32031.5,25381.4,2498.6,2864.7,1240.8,46.0,0.0
VIZIANAGARAM,Nellimarla,38978.600000000006,26122.800000000003,6567.6,4746.599999999999,1516.8,24.8,0.0
VIZIANAGARAM,Pusapatirega,39181.8,27975.2,5621.2,4126.5,1458.8999999999999,0.0,0.0
VIZIANAGARAM,Rajam,53305.700000000004,43925.200000000004,5421.0,3246.0,663.9,49.6,0.0
VIZIANAGARAM,Ramabhadrapuram,40850.700000000004,31374.2,3931.2000000000003,3286.2,2100.2999999999997,158.8,0.0
VIZIANAGARAM,Regidi Amadalavalasa,96778.5,76150.8,15836.6,3763.2,999.9,28.0,0.0
VIZIANAGARAM,Santhakaviti,65405.9,53358.8,7051.2,3568.2,1413.3,14.4,0.0
VIZIANAGARAM,Srungavarapukota,41839.5,13926.000000000002,23332.4,3264.9,1035.0,281.2,0.0
VIZIANAGARAM,Therlam,38951.6,29913.4,3101.8,4455.599999999999,1345.2,135.6,0.0
VIZIANAGARAM,Vangara,56305.8,42444.600000000006,7475.0,4431.9,1706.7,247.60000000000002,0.0
VIZIANAGARAM,Vepada,41631.9,12293.6,23966.8,2966.7,2404.7999999999997,0.0,0.0
VIZIANAGARAM,Vizianagaram,38355.7,17034.600000000002,17453.8,2735.7,937.1999999999999,194.4,0.0
WESTGODAVARI,Achanta,20544.5,3493.6000000000004,16637.4,296.4,67.5,49.6,0.0
WESTGODAVARI,Akividu,22298.0,2466.2000000000003,19466.2,193.2,165.6,6.800000000000001,0.0
WESTGODAVARI,Attili,20075.9,1586.2,17885.4,107.1,97.2,400.0,0.0
WESTGODAVARI,Bhimavaram,38640.899999999994,5106.200000000001,31473.0,987.5999999999999,978.9,95.2,0.0
WESTGODAVARI,Ganapavaram,27133.9,2299.0,24546.600000000002,111.0,122.1,55.2,0.0
WESTGODAVARI,Iragavaram,24278.9,3392.4,20386.600000000002,134.1,244.2,121.60000000000001,0.0
WESTGODAVARI,Kalla,23521.700000000004,2789.6000000000004,19853.600000000002,543.0,325.5,10.0,0.0
WESTGODAVARI,Mogalthur,40262.8,5814.6,29954.600000000002,2768.7,1720.5,4.4,0.0
WESTGODAVARI,Narsapuram,28967.699999999997,4862.0,21073.0,1774.8,1254.3,3.6,0.0
WESTGODAVARI,Palacole,22409.900000000005,3885.2000000000003,17877.600000000002,339.9,289.2,18.0,0.0
WESTGODAVARI,PALAKODERU,18704.6,2380.4,15945.800000000001,77.1,263.7,37.6,0.0
WESTGODAVARI,Pentapadu,38388.200000000004,4899.400000000001,33191.6,95.39999999999999,167.4,34.4,0.0
WESTGODAVARI,Penugonda,28277.100000000002,5064.400000000001,22880.0,103.2,229.5,0.0,0.0
WESTGODAVARI,Penumantra,15837.599999999999,1771.0000000000002,13780.0,62.4,191.4,32.800000000000004,0.0
WESTGODAVARI,Poduru,17931.5,4063.4000000000005,13647.4,26.4,110.7,83.60000000000001,0.0
WESTGODAVARI,Tadepalligudem,71665.2,5887.200000000001,63039.6,1952.6999999999998,676.5,109.2,0.0
WESTGODAVARI,Tanuku,20678.6,2428.8,17932.2,138.0,117.6,62.0,0.0
WESTGODAVARI,Undi,23318.5,2226.4,20545.2,253.5,253.79999999999998,39.6,0.0
WESTGODAVARI,Veeravasaram,19332.700000000004,2178.0,16918.2,59.699999999999996,158.4,18.400000000000002,0.0
WESTGODAVARI,Yelamanchili,21373.999999999996,3594.8,16939.0,426.59999999999997,276.0,137.6,0.0
KADAPA,Atlur,30962.399999999998,1416.8000000000002,23327.2,4412.099999999999,1806.3,0.0,0.0
KADAPA,B.Kodur,39119.6,965.8000000000001,26462.8,9887.4,1803.6,0.0,0.0
KADAPA,Badvel,52818.90000000001,1973.4,42268.200000000004,7395.299999999999,1054.8,127.2,0.0
KADAPA,Brahmamgarimattam,46065.49999999999,919.6,30284.8,12603.0,2258.1,0.0,0.0
KADAPA,Chakrayapet,76881.1,24494.800000000003,26699.4,15976.5,9300.0,410.40000000000003,0.0
KADAPA,Chapadu,53866.2,7277.6,39871.0,4950.0,1767.6,0.0,0.0
KADAPA,Chennur,23079.5,1370.6000000000001,15301.0,5609.4,754.5,44.0,0.0
KADAPA,Chinthakommadinne,23420.600000000006,2866.6000000000004,14851.2,3884.3999999999996,1818.0,0.4,0.0
KADAPA,Duvvur,43812.4,4305.400000000001,32229.600000000002,5497.5,1746.3,33.6,0.0
KADAPA,Gopavaram,34218.5,2004.2000000000003,25490.4,4916.7,1807.2,0.0,0.0
KADAPA,Jammalamadugu,35118.5,3544.2000000000003,22898.2,5490.3,2856.6,329.20000000000005,0.0
KADAPA,Kadapa,57083.4,4439.6,48266.4,2142.0,2106.6,128.8,0.0
KADAPA,Kalasapadu,37252.299999999996,1678.6000000000001,29850.600000000002,4229.4,1493.7,0.0,0.0
KADAPA,Kamalapuram,45750.2,2774.2000000000003,33883.200000000004,7347.599999999999,1561.2,184.0,0.0
KADAPA,Khajipeta,48229.2,4147.0,36857.6,5733.599999999999,1483.8,7.2,0.0
KADAPA,Kondapuram,44678.5,5964.200000000001,26351.0,10178.699999999999,2140.2,44.400000000000006,0.0
KADAPA,Lingala,25962.100000000002,4760.8,14328.6,4296.0,2576.7,0.0,0.0
KADAPA,Muddanur,43771.5,2008.6000000000001,20490.600000000002,18069.0,3189.2999999999997,14.0,0.0
KADAPA,Mylavaram,51121.299999999996,4892.8,23579.4,17897.399999999998,4679.7,72.0,0.0
KADAPA,PEDDAMUDIAM,36740.4,2796.2000000000003,25612.600000000002,6444.9,1886.6999999999998,0.0,0.0
KADAPA,Pendlimarri,52996.299999999996,4840.0,27697.8,16710.3,3588.6,159.60000000000002,0.0
KADAPA,Porumamilla,67955.90000000001,2827.0000000000005,51412.4,10451.4,3187.5,77.60000000000001,0.0
KADAPA,Proddutur,50316.2,4153.6,36030.8,8636.1,1412.1,83.60000000000001,0.0
KADAPA,Pulivendula,26145.6,2851.2000000000003,15329.6,5788.2,2101.7999999999997,74.8,0.0
KADAPA,Rajupalem,28977.200000000004,2668.6000000000004,21868.600000000002,2382.6,2057.4,0.0,0.0
KADAPA,S.Mydukur,63151.5,7803.400000000001,42205.8,9346.199999999999,3776.1,20.0,0.0
KADAPA,Sidhout,24626.3,2087.8,18779.8,797.6999999999999,2952.6,8.4,0.0
KADAPA,Simhadripuram,33396.3,4545.200000000001,21944.0,5110.5,1768.2,28.400000000000002,0.0
KADAPA,Sri Avadhuth Kasinayana,43219.200000000004,2921.6000000000004,30612.4,7711.799999999999,1973.3999999999999,0.0,0.0
KADAPA,Thondur,25218.9,1544.4,14157.0,8041.5,1476.0,0.0,0.0
KADAPA,Vallur,40414.0,2120.8,28548.0,8577.9,1167.3,0.0,0.0
KADAPA,Veerapunayuni Palle,36120.0,2136.2000000000003,15956.2,15317.699999999999,2709.9,0.0,0.0
KADAPA,Vempalli,45360.700000000004,8441.400000000001,19897.8,11294.699999999999,5470.8,256.0,0.0
KADAPA,Vemula,30107.4,2569.6000000000004,13215.800000000001,11382.3,2939.7,0.0,0.0
KADAPA,Vontimitta,30870.9,8340.2,16861.0,2400.0,3257.7,12.0,0.0
KADAPA,Yerraguntla,32658.7,1489.4,23462.4,6133.5,1477.8,95.60000000000001,0.0
